Date,Agency,Category,Title,Link
14. October 2025,Swissmedic,Guidance,Information sheet for the cosmetic sector - Parenterals without an intended medical purpose,https://www.linkedin.com/feed/update/urn:li:activity:7383744941119729664?
14. October 2025,Swissmedic,Guidance,Manufacture and Placing on the Market of Formula Medicinal Products,https://www.linkedin.com/feed/update/urn:li:activity:7383746409205923841?
14. October 2025,Medical Device Authority Malaysia,Guidance,Establishment Guide to Medical Device Registration Submission in MeDC@St through Conformity Assessment by Way of Verification Process,https://www.linkedin.com/feed/update/urn:li:activity:7383743453383479296?
14. October 2025,SGS Certification Solutions,Webinar,Demonstrating Analytical Performance of IVD Devices,https://www.linkedin.com/feed/update/urn:li:activity:7383792364726951937?
14. October 2025,Sean Smith,Post,How do I calculate the 'Real ROI of RAPS Convergence 2025?',https://www.linkedin.com/feed/update/urn:li:activity:7383722602843754496?
14. October 2025,BARBARA PIROLA,Post,"AI Risk vs. GxP Frameworks:The Hybrid Assessment is Here, s Your QMS Still Running on 'Old Metrics'",https://www.linkedin.com/feed/update/urn:li:activity:7383709744466661376?
14. October 2025,Gretchen Lubbe,Video,Keith Norris on Lessons In Continuous Improvement,https://www.linkedin.com/feed/update/urn:li:activity:7383885848196407296?
14. October 2025,Dr C. Sheela Sasikumar,Poll,Who is blinded in a single-blind study design?,https://www.linkedin.com/feed/update/urn:li:activity:7383711795347165184?
14. October 2025,Sourabh Bansal,Post,"Process Validation Protocol cum report for Aceclofenac, Paracetamol & Serratiopeptidase",https://www.linkedin.com/feed/update/urn:li:activity:7383706853593157633?
14. October 2025,Emilio Llanos,Flipbook,Clinical Investigations for Medical Deevices,https://www.linkedin.com/feed/update/urn:li:activity:7383780372679045121?
14. October 2025,Intrinsic Medical Group,Course,How can we assess the safety of compounds that haven’t been tested in the lab?,https://www.linkedin.com/feed/update/urn:li:activity:7383775414269431808?
13. October 2025,MedTech Leading Voice,Flipbook,MedTech Leading Voice Regulatory Roundup Monday 13. October 2025,https://www.linkedin.com/feed/update/urn:li:activity:7383456531582828544?
 13. October 2025,World Health Organisation,Report,Global Status Report on Neurology,https://www.linkedin.com/feed/update/urn:li:activity:7383380838362763264?
 13. October 2025,Danny Van Roijen,TechDespatch,EDPS-European Data Protection Supervisor: Human oversight of automated decision-making,https://www.linkedin.com/feed/update/urn:li:activity:7383384051342274560?
 13. October 2025,European Data Protection Board,Guidance,Joint EDPB-European Commission Guidelines on the Interplay between the Digital Markets Act (DMA) and the General Data Protection Regulation (GDPR),https://www.linkedin.com/feed/update/urn:li:activity:7383368794854891520?
 13. October 2025,Gretchen Lubbe,Post,Project Portfolio Management: Balancing Strategy & Execution,https://www.linkedin.com/feed/update/urn:li:activity:7383512881532911616?
 13. October 2025,Sean Smith,Post,RAPS Session Recap: 7 Harsh Realities About Women's Health,https://www.linkedin.com/feed/update/urn:li:activity:7383362600048205824?
 13. October 2025,BARBARA PIROLA,Post,Effective CAPA Management-Your Best Defense Against Inspection Findings,https://www.linkedin.com/feed/update/urn:li:activity:7383463899905392640?
 13. October 2025,Tasha Mohseni,Poll,Would you want research compliance and administration professional development event summaries?,https://www.linkedin.com/feed/update/urn:li:activity:7383460818908168192? 
 13. October 2025,Marina Daineko,News,Monday News,https://www.linkedin.com/feed/update/urn:li:activity:7383434168418070528?
 13. October 2025,World Health Organisation,Report,Global Status Report on Neurology,https://www.linkedin.com/feed/update/urn:li:activity:7383380838362763264?
 13. October 2025,Danny Van Roijen,TechDespatch,EDPS-European Data Protection Supervisor: Human oversight of automated decision-making,https://www.linkedin.com/feed/update/urn:li:activity:7383384051342274560?
 13. October 2025,European Data Protection Board,Guidance,Joint EDPB-European Commission Guidelines on the Interplay between the Digital Markets Act (DMA) and the General Data Protection Regulation (GDPR),https://www.linkedin.com/feed/update/urn:li:activity:7383368794854891520?
 13. October 2025,Sean Smith,Post,RAPS Session Recap: 7 Harsh Realities About Women's Health,https://www.linkedin.com/feed/update/urn:li:activity:7383362600048205824?
 13. October 2025,Akanksha Jain,Post,Ensuring Quality and Compliance in Medical Device Trials: Implementing ISO 14155 Principles,https://www.linkedin.com/feed/update/urn:li:activity:7383335679826767872?
13. October 2025,European Commission,Communication,Apply AI Strategy,https://www.linkedin.com/feed/update/urn:li:activity:7381971318679846913?
13. October 2025,European Commission,Communication,AI Science in Europe (RAISE),https://www.linkedin.com/feed/update/urn:li:activity:7381975877775036416?
13. October 2025,European Commission,Update,Notified Body Update (51) Active MDR (18) IVDR 1 Withdrawn,https://www.linkedin.com/posts/mariogabriellicossellu_notifiedbody-mdr-smcs-activity-7381230636881190912-TPLb?
13. October 2025,European Directorate for the Quality of Medicines & HealthCare,Consultation,Quantification method for suspect adulteration with EG &DEG in the Ph. Eur,https://www.linkedin.com/feed/update/urn:li:activity:7382000202410364929?
13. October 2025,European Directorate for the Quality of Medicines & HealthCare,Report,Certification monthly report of activities: End of September 2025,https://www.linkedin.com/feed/update/urn:li:activity:7382358707713757184?
13. October 2025,European Data Protection Supervisor,Report,EDPS Opinions - September 2025 Recap,https://www.linkedin.com/feed/update/urn:li:activity:7381677328675938304?
13. October 2025,European Medicines Agency,Guidance,Q&A on Impact of EU-USA Mutual Recognition Agreement,https://www.linkedin.com/feed/update/urn:li:activity:7381916358122414080?
13. October 2025,European Medicines Agency,Guidance,Quick Guide for UPD Notifications via the User Interface and via Email,https://www.linkedin.com/feed/update/urn:li:activity:7381916378704035840?
13. October 2025,European Medicines Agency,Report,Mid-year report 2025 (January-June 2025),https://www.linkedin.com/feed/update/urn:li:activity:7381916346458165248?
13. October 2025,European Medicines Agency,Report,Annual Report of the Pharmacovigilance Inspectors Working Group for 2024,https://www.linkedin.com/feed/update/urn:li:activity:7382362047990091776?
13. October 2025,European Medicines Agency,Guidance,"Q&A, Article 5(3) of Regulation (EC) No 726/2004 on nitrosamine impurities",https://www.linkedin.com/feed/update/urn:li:activity:7382453659634249728?
13. October 2025,European Medicines Agency,Guidance,ICH M14 general principles-non-interventional studies that utilise Real-World Data,https://www.linkedin.com/feed/update/urn:li:activity:7382463009786441728?
13. October 2025,European Medicines Agency,Guidance,SmPC Guideline and Paediatric Aspects - SmPC Training Presentation,https://www.linkedin.com/feed/update/urn:li:activity:7382466354832117760?
13. October 2025,International Medical Device Regulators Forum,Consultation,Essential Principles & Content of Predetermined Change Control Plans,https://www.linkedin.com/feed/update/urn:li:activity:7382278724983111680?
13. October 2025,"Health Products Regulatory Authority (HPRA), Ireland",Guidance,Guide to regulatory requirements for the procurement of human tissues and cells,https://www.linkedin.com/feed/update/urn:li:activity:7380829170873888768?
13. October 2025,"Health Products Regulatory Authority (HPRA), Ireland",Consultation,Annual Review and Proposal for Fees Human - Financial Year 2026,https://www.linkedin.com/feed/update/urn:li:activity:7381191600921657344?
13. October 2025,"Health Products Regulatory Authority (HPRA), Ireland",Consultation,Annual Review and Proposal for Fees Veterinary - Financial Year 2026,https://www.linkedin.com/feed/update/urn:li:activity:7381191638540316672?
13. October 2025,Department of Health Hong Kong Special Administration,Guidance,Overview of Hong Kong Medical Device Listing Process,https://www.linkedin.com/feed/update/urn:li:activity:7382314254428958720?
13. October 2025,Medicines and Healthcare products Regulatory Agency,Guidance,Clinical investigations for medical devices,https://www.linkedin.com/feed/update/urn:li:activity:7381221782629851137?
13. October 2025,Medicines and Healthcare products Regulatory Agency,Press Release,UK & US regulators forge new collaboration on medical technologies and AI,https://www.linkedin.com/feed/update/urn:li:activity:7381733444512395264?
13. October 2025,MedTech Europe,Response,Call for Evidence on the European Innovation Act,https://www.linkedin.com/feed/update/urn:li:activity:7381916355035406337?
13. October 2025,Swissmedic,Forms,Swissmedic Forms for October 2025,
13. October 2025,"Therapeutic Goods Administration (TGA), Australia",Guidance,Understanding nitrosamine risk in listed medicines,https://www.linkedin.com/feed/update/urn:li:activity:7381212613629652992?
13. October 2025,"Therapeutic Goods Administration (TGA), Australia",Guidance,Understanding clinical decision support software,https://www.linkedin.com/feed/update/urn:li:activity:7381216144185036800?
13. October 2025,World Health Organisation WHO,News,WHO launches the Global Clinical Trials Forum,https://www.linkedin.com/feed/update/urn:li:activity:7381990476264054784?
12. October 2025,MedTech Leading Voice,Newsletter,Patient Experience Data: 3 Core Principles,https://www.linkedin.com/feed/update/urn:li:activity:7383371335311454208?
12. October 2025,MedTech Leading Voice,Video/Article,The QA/RA Week that Was. Highlights of QA/RA Updates 5. - 11. October 2025,https://www.linkedin.com/feed/update/urn:li:activity:7383108381571485696?
12. October 2025,Galyna Cordero,Video,Pharmacovigilance Crisis Management: A QPPV Deep Dive Case Study,https://www.linkedin.com/feed/update/urn:li:activity:7383145617981751297?
12. October 2025,Erik Peterich,Post,Current Hot Topics in the Digitalisation of Regulatory Affairs,https://www.linkedin.com/feed/update/urn:li:activity:7383118779406348288?
12. October 2025,Meridian Quality Management Professionals,Webinar,Building Trust through Standards!,https://www.linkedin.com/feed/update/urn:li:activity:7382897793440575489?
12. October 2025,BARBARA PIROLA,Post,GXP VIOLATIONS-Part II:Why is 'Closing Deviations Without a True Root Cause' a Major FDA Red Flag?,https://www.linkedin.com/feed/update/urn:li:activity:7383135404536954880?
12. October 2025,BARBARA PIROLA,Regulation,Italy Enacts Landmark AI Law:Major Compliance Changes for Pharma & Chemical Companies,https://www.linkedin.com/feed/update/urn:li:activity:7383026822680244224?
12. October 2025,BARBARA PIROLA,Guidance,"EMA Update Alert-Nitrosamines & CAPA Implementation,October 2025,EMA/409815/2020 Rev.23",https://www.linkedin.com/feed/update/urn:li:activity:7383028611567648768?
11. October 2025,MedTech Leading Voice,Video,Preview MedTech Leading Voice Regulatory Roundup Monday 13. October 2025,https://www.linkedin.com/feed/update/urn:li:activity:7382656229808033792?
11. October 2025,Emami Ltd,Post,"FDA Introduces GC-MS Method to Detect Toxic Glycols in Cough, Cold & Allergy Medicines",https://www.linkedin.com/feed/update/urn:li:activity:7382805349566709760?
11. October 2025,Erik Peterich,Post,"European Health Technology Assessment – Integration, Complexity, and Opportunity",https://www.linkedin.com/feed/update/urn:li:activity:7382668998959628288?
11. October 2025,LSC Group,Post,Real World Evidence & how to leverage common data for clinical trials,https://www.linkedin.com/feed/update/urn:li:activity:7382772961625333760?
11. October 2025,Galyna Cordero,Video,Pharmacovigilance Crisis Management: A QPPV Deep Dive Case Study,https://www.linkedin.com/feed/update/urn:li:activity:7382798507755356161?
11. October 2025,Sourabh Bansal,Post,Investigation Report for the Observation of Differential Pressure out of Limit,https://www.linkedin.com/feed/update/urn:li:activity:7382616859453345792?
11. October 2025,Pharmaguide Hub,Post,Investigation Report for the Observation of Differential Pressure out of Limit,https://www.linkedin.com/feed/update/urn:li:activity:7382615711438798849?
10. October 2025,European Medicines Agency,Guidance,SmPC Guideline and Paediatric Aspects - SmPC Training Presentation,https://www.linkedin.com/feed/update/urn:li:activity:7382466354832117760?
10. October 2025,European Medicines Agency,Report,Annual Report of the Pharmacovigilance Inspectors’ Working Group for 2025,https://www.linkedin.com/feed/update/urn:li:activity:7382362047990091776?
10. October 2025,European Medicines Agency,Guidance,Q&A for marketing authorisation holders/applicants on the CHMP Opinion for the Article 5(3) of Regulation (EC) No 726/2004 referral on nitrosamine impurities,https://www.linkedin.com/feed/update/urn:li:activity:7382453659634249728?
10. October 2025,European Medicines Agency,Guidance,"ICH M14 Guideline on general principles on planning, designing, analysing, and reporting of non-interventional studies that utilise Real-World Data for safety assessment of medicines",https://www.linkedin.com/feed/update/urn:li:activity:7382463009786441728?
10. October 2025,European Directorate for the Quality of Medicines & HealthCare (EDQM),Report,Certification monthly report of activities: End of September 2025,https://www.linkedin.com/feed/update/urn:li:activity:7382358707713757184?
10. October 2025,"Department of Health, HKSAR Government",Guidance,Overview of Hong Kong Medical Device Listing Process,https://www.linkedin.com/feed/update/urn:li:activity:7382314254428958720?
10. October 2025,International Medical Device Regulators Forum,Consultation,Essential Principles and Content of Predetermined Change Control Plans,https://www.linkedin.com/feed/update/urn:li:activity:7382278724983111680?
10. October 2025,Sean Smith,Post,4 combination product veterans just said what FDA won't,https://www.linkedin.com/feed/update/urn:li:activity:7382288739521363968?
10. October 2025,Lourdes Amelia Molina Rincón,Article,What impact does the quality management system have on maintaining GMP? Part 2 of 4,https://www.linkedin.com/feed/update/urn:li:activity:7382147517112541184?
10. October 2025,Akanksha Jain,Poll,"As we integrate AI and digital tools in trials, what’s the key to balancing innovation with integrity?",https://www.linkedin.com/feed/update/urn:li:activity:7382248513495011328?
10. October 2025,Pharmaguide Hub,Post,INVESTIGATION REPORT FOR THE OBSERVATION OF TEMPERATURE OUT OF LIMIT DURING COMPRESSION,https://www.linkedin.com/feed/update/urn:li:activity:7382296485708800000?
10. October 2025,Gretchen Lubbe,Post,Project Prioritization Planner,https://www.linkedin.com/feed/update/urn:li:activity:7382138918025998337?
10. October 2025,BARBARA PIROLA,Post,Sustainability Meets GMP:Managing Material Changes Under Annex 1 Without Compromising CCS,https://www.linkedin.com/feed/update/urn:li:activity:7382139606286106625?
10. October 2025,BARBARA PIROLA,Post,MHRA JUST PUBLISHED - New guidance on Clinical Trials for Medicines,https://www.linkedin.com/feed/update/urn:li:activity:7382101197584850944?
10. October 2025,Erik Peterich,Post,Quality Indicators in Quality Assurance – Tool or Trap?,https://www.linkedin.com/feed/update/urn:li:activity:7382378513246498816?
10. October 2025,Erik Peterich,Post,DeQS-RL & IQTIG: How Mandatory QA Reshaped German Healthcare-And Where It Still Struggles,https://www.linkedin.com/feed/update/urn:li:activity:7382446667473661952?
10. October 2025,Mario Gabrielli Cossellu,Post,Drafting for compliance: best practices in Health Equipment standards,https://www.linkedin.com/feed/update/urn:li:activity:7382450612409483264?
10. October 2025,Danny Van Roijen,Post,External scientific studies on general-purpose AI models under the EU AI Act,https://www.linkedin.com/feed/update/urn:li:activity:7382405695847014400?
10. October 2025,Danny Van Roijen,Post,250 malicious documents to compromise a large language model,https://www.linkedin.com/feed/update/urn:li:activity:7382339723052195840?
10. October 2025,Matthew Wictome,Post,The Change Dilemma – out soon. How can regulated organisations stay both compliant and agile?,https://www.linkedin.com/feed/update/urn:li:activity:7382349721798975488?
10. October 2025,Hoodin,Webinar,List of Applicable Regulations and Standards (LARS) - Online Session,https://www.linkedin.com/feed/update/urn:li:activity:7382422916166139904?
9. October 2025,MedTech Leading Voice,Article,Day 2 RAPS Convergence: EU Notified Bodies Share Critical Implementation Insights,https://www.linkedin.com/feed/update/urn:li:activity:7382072637121826816?
9. October 2025,Tasha Mohseni,Post,Savini Consulting: QA/QI Automation for Post Approval Monitoring (A-PRAISE),https://www.linkedin.com/feed/update/urn:li:activity:7382065454242041856?
9. October 2025,Emami Ltd,Post,CDSCO Seeks Comments on Ensuring Level Playing Field in New Drug Approval,https://www.linkedin.com/feed/update/urn:li:activity:7382043944496500736?
9. October 2025,LSC Group,Post,Sterile Drugs,https://www.linkedin.com/feed/update/urn:li:activity:7382067829371588610?
9. October 2025,Erik Peterich,Post,Mandatory QA in Highly Regulated Environments: Why It Fails,https://www.linkedin.com/feed/update/urn:li:activity:7382067829371588610? 
9. October 2025,"European Directorate for the Quality of Medicines & HealthCare (EDQM), Council of Europe",Consultation,New quantification method for suspected adulteration with ethylene glycol and diethylene glycol to be included in the Ph. Eur.,https://www.linkedin.com/feed/update/urn:li:activity:7382000202410364929?
9. October 2025,Brian Newbery,Flipbook,Medical Device Customer Complaint Handling Process,https://www.linkedin.com/feed/update/urn:li:activity:7381985562511138817?
9. October 2025,World Health Organisation WHO,News,WHO launches the Global Clinical Trials Forum,https://www.linkedin.com/feed/update/urn:li:activity:7381990476264054784?
9. October 2025,European Commission,Communication,Apply AI Strategy with 3 Annexes,https://www.linkedin.com/feed/update/urn:li:activity:7381971318679846913?
9. October 2025,European Commission,Communication,A European Strategy for Artificial Intelligence in Science Paving the way for the Resource for AI Science in Europe (RAISE),https://www.linkedin.com/feed/update/urn:li:activity:7381975877775036416?
9. October 2025,"Therapeutic Goods Administration (TGA), Australia",Guidance,EU MDR Web Publication Service,https://www.linkedin.com/feed/update/urn:li:activity:7381933303899254786?
9. October 2025,European Medicines Agency,Guidance,Union Product Database (UPD) - Quick Guide for UPD Notifications via the User Interface and via Email,https://www.linkedin.com/feed/update/urn:li:activity:7381916378704035840?
9. October 2025,European Medicines Agency,Guidance,Q&A on Impact of EU-USA Mutual Recognition Agreement on Marketing Authorisation Applications and Relevant Variations,https://www.linkedin.com/feed/update/urn:li:activity:7381916358122414080? 
9. October 2025,European Medicines Agency,Report,Mid-year report 2025 (January-June 2025),https://www.linkedin.com/feed/update/urn:li:activity:7381916346458165248?
9. October 2025,MedTech Europe,Response,Call for Evidence on the European Innovation Act,https://www.linkedin.com/feed/update/urn:li:activity:7381916355035406337?
9. October 2025,BARBARA PIROLA,WHO,Political declaration of the fourth high-level meeting of the General Assembly on the prevention and control of noncommunicable diseases and the promotion of mental health and well-being,https://www.linkedin.com/feed/update/urn:li:activity:7381893712555102208?
8. October 2025,Dina Lakayan,Post,RAPS Convergence Pittsburgh A great start to the day,https://www.linkedin.com/feed/update/urn:li:activity:7381762938585489410?
8. October 2025,BARBARA PIROLA,Post,EDQM: New quantification method for suspected adulteration with ethylene glycol and diethylene glycol to be included in the Ph. Eur.,https://www.linkedin.com/feed/update/urn:li:activity:7381742601248428033?
8. October 2025,Sharmila Bhatt,Article,How to Prepare a 510(k) Submission: Step-by-Step Best Practices,https://www.linkedin.com/feed/update/urn:li:activity:7381741883741360128?
8. October 2025,Matthew Wictome,Free Download,The CAPA Paradox: Why Your CAPA Process Keeps Failing,https://www.linkedin.com/feed/update/urn:li:activity:7381734616883306496?
8. October 2025,Sean Smith,Post,MDR Update: A Love Letter,https://www.linkedin.com/feed/update/urn:li:activity:7381734149079900160?
8. October 2025,Medicines and Healthcare products Regulatory Agency,Press Release,UK-US Regulatory Collaboration on MedTech and AI: Key Highlights,https://www.linkedin.com/feed/update/urn:li:activity:7381733444512395264?
8. October 2025,East African Regulatory Affairs Professionals Association,Regulatory update,Statement on the availability and quality of medicines in Kenya,https://www.linkedin.com/feed/update/urn:li:activity:7381607093541441537?
8. October 2025,Danny Van Roijen,Post,European Commission launches the Apply AI Strategy,https://www.linkedin.com/feed/update/urn:li:activity:7381660554119135232?
8. October 2025,EDPS-European Data Protection Supervisor,Post,EDPS Opinions – September Recap,https://www.linkedin.com/feed/update/urn:li:activity:7381677328675938304?
8. October 2025,Fabio Fiorella,Post,EDQM: New quantification method for suspected adulteration with ethylene glycol and diethylene glycol to be included in the Ph. Eur.,https://www.linkedin.com/feed/update/urn:li:activity:7381696118268719104?
8. October 2025,Tasha Mohseni,Post,Important Notice No. 149: Updates to NSF Research Security Policies,https://www.linkedin.com/feed/update/urn:li:activity:7381710819882885120?
8. October 2025,Akanksha Jain,Post,"Balancing Innovation with Ethics, Managing Patient Safety Risks in Clinical Trials",https://www.linkedin.com/feed/update/urn:li:activity:7381523742750998528?
7. October 2025,Medicines and Healthcare products Regulatory Agency,Guidance,Clinical Investigations for Medical Devices,https://www.linkedin.com/feed/update/urn:li:activity:7381221782629851137?
