Date,Agency,Category,Title,Link
26. June 2025,European Commission,Regulation,(EU) 2025/1234 of 25 June 2025 amending Implementing Regulation (EU) 2021/2226 as regards the medical devices for which the instructions for use may be provided in electronic form,https://www.linkedin.com/feed/update/urn:li:activity:7343986300032626688?
26. June 2025,International Council for Harmonisation,Guidance,ICH E20 Adaptive Designs for Clinical Trials,https://www.linkedin.com/feed/update/urn:li:activity:7343912240258932738?
26. June 2025,USA Food & Drug Administration FDA,Guidance,Early Lyme Disease as Manifested by Erythema Migrans: Developing Drugs for Treatment,https://www.linkedin.com/feed/update/urn:li:activity:7343910438222409729?
26. June 2025,European Commission,Guidance,"Expert decision and opinion in the context of the Clinical Evaluation Consultation Procedure (CECP) Expert panels on medical devices and in vitro diagnostic devices (Expamed)
Mechanical Ventilator,Class IIb:",https://www.linkedin.com/feed/update/urn:li:activity:7343908377736998913?
25. June 2025,MedTech Leading Voice,Guidance,Video: How to Use GPT AI to assist with creating an Intended Use Statement,https://www.linkedin.com/feed/update/urn:li:activity:7343533459954425856?
25. June 2025,MedTech Leading Voice,Guidance,Flipbook: How to Use GPT AI to assist with creating an Intended Use Statement,https://www.linkedin.com/feed/update/urn:li:activity:7343533436239769600?
30. June 2025,Health Canada,Guidance,"Guidance document on submission information for biologic drugs (Division 4,Schedule D): Overview",https://www.linkedin.com/feed/update/urn:li:activity:7343548592986488833?
30. June 2025,ANVISA Brazil,Report,8th Annual Report on Clinical Research of Drugs and Biological Products,https://www.linkedin.com/feed/update/urn:li:activity:7343524329642467329?
30. June 2025,"Health Sciences Authority (HSA),Singapore",Guidance,Introducing 'SHARE' - Your digital portal for Medical Devices,https://www.linkedin.com/feed/update/urn:li:activity:7343505906417983488? 
30. June 2025,"NMPA-National Medical Products Administration,Peoples Republic of China",Guidance,In Vitro Diagnostic Reagents Exempted from Clinical Trials (2025) (No. 23 [2025]),https://www.linkedin.com/feed/update/urn:li:activity:7343197289072517121?
30. June 2025,"Therapeutic Goods Administration (TGA),Australia",Guidance,"Viewing and responding to a notification from the dashboard about an application for consent to import,supply or export medical devices that do not meet the Essential Principles",https://www.linkedin.com/feed/update/urn:li:activity:7343179383840366592?
30. June 2025,USA Food & Drug Administration FDA,Guidance,Q1 Stability Testing of Drug Substances and Drug Products,https://www.linkedin.com/feed/update/urn:li:activity:7343174428660232193?
30. June 2025,Medicines and Healthcare products Regulatory Agency,Guidance,Introducing new medicines in the NHS in the UK - pathway,https://www.linkedin.com/feed/update/urn:li:activity:7342864280775536640?
30. June 2025,Medicines and Healthcare products Regulatory Agency,Guidance,AI Airlock: the regulatory sandbox for AIaMD,https://www.linkedin.com/feed/update/urn:li:activity:7342854372608909313?
22. June 2025,MedTech Leading Voice,Newsletter,MDSAP Enters a New Era,https://www.linkedin.com/feed/update/urn:li:activity:7342781461676126209?
21. June 2025,European Commission,Overview,Overview of CABs/NBs at each stage of the designation process,https://www.linkedin.com/feed/update/urn:li:activity:7341848915182338053?
20. June 2025,MedTech Leading Voice,Roundup,Video Preview Regulatory Roundup 23. June 2025,https://www.linkedin.com/feed/update/urn:li:activity:7341813319210610688?
19. June 2025,MedTech Leading Voice,Guidance,How to Use GPT AI to assist with an FMEA,https://www.linkedin.com/feed/update/urn:li:activity:7341539017978478595?
23. June 2025,Egyptian Drug Authority,Consultation,Requirements for manufacturing companies (IVD reagents/medical supplies),
23. June 2025,European Commission,Guidance,MDCG 2019-11 Rev.1 Guidance on Qualification and Classification of Software in Regulation (EU) 2017/745 MDR and Regulation (EU) 2017/746 IVDR,https://www.linkedin.com/feed/update/urn:li:activity:7340963175967739905?
23. June 2025,European Commission,Guidance,MDCG 2025-4 - Guidance on the safe making available of medical device software (MDSW) apps on online platforms (June 2025),https://www.linkedin.com/feed/update/urn:li:activity:7340602844833579008? 
23. June 2025,European Commission,Guidance,MDCG 2025-5 Questions & Answers regarding performance studies of in vitro diagnostic medical devices under regulation (EU) 2017/746,https://www.linkedin.com/feed/update/urn:li:activity:7341050283570982914?
23. June 2025,European Commission,Guidance,MDCG 2025-6 Interplay between the EU MDR EU IVDR and EU AI Act,https://www.linkedin.com/feed/update/urn:li:activity:7341688929370226691?
23. June 2025,European Medicines Agency,Guidance,Abbreviations used in EMA scientific committees & CMD documents,https://www.linkedin.com/feed/update/urn:li:activity:7340967046463057920?
23. June 2025,European Medicines Agency,Meeting,Committee for Medicinal Products for Human Use (CHMP) 16-19 June 2025,https://www.linkedin.com/feed/update/urn:li:activity:7341820248607649794?
23. June 2025,European Medicines Agency,Meeting,EMA Management Board: highlights of June 2025 meeting,https://www.linkedin.com/feed/update/urn:li:activity:7340659243701731329?
23. June 2025,European Medicines Agency,Guidance,Questions and Answers about the SEND proof-of-concept for industry,https://www.linkedin.com/feed/update/urn:li:activity:7340649173337149441? 
23. June 2025,European Medicines Agency,Guidance,Questions and answers for biological medicinal products,
23. June 2025,European Medicines Agency,Guidance,Quick guide for UPD notifications via the User interface and via email,
23. June 2025,European Medicines Agency,Guidance,Use of real-world data in non interventional studies for regulatory purposes,https://www.linkedin.com/feed/update/urn:li:activity:7340970629661110272?
23. June 2025,Health Canada,Bulletin,Cancellation of MDELs for non-compliance with annual licence review requirements:2025,https://www.linkedin.com/feed/update/urn:li:activity:7340260578713608192?
23. June 2025,Health Canada,Guidance,Data Protection under C.08.004.1 of the Food and Drug Regulations,https://www.linkedin.com/feed/update/urn:li:activity:7341707162584293376?
23. June 2025,ISO (International Organization for Standardization),Standards,ISO Update May 1. 2025 to June 1. 2025,https://www.linkedin.com/feed/update/urn:li:activity:7340655229979242496?
23. June 2025,Martin King,Guidance,How can GPT AI assist in building an FMEA?,https://www.linkedin.com/feed/update/urn:li:activity:7341534482098749441?
23. June 2025,Medicines and Healthcare products Regulatory Agency,Guidance,Custom-made medical devices in Great Britain,
23. June 2025,Medicines and Healthcare products Regulatory Agency,Guidance,Device specific vigilance guidance,
23. June 2025,Medicines and Healthcare products Regulatory Agency,Guidance,Electronic Common Technical Document (eCTD) submissions update,https://www.linkedin.com/feed/update/urn:li:activity:7340980885329973248?
23. June 2025,Medicines and Healthcare products Regulatory Agency,Guidance,Field safety notices: guidance for manufacturers,
23. June 2025,Medicines and Healthcare products Regulatory Agency,Guidance,Medical devices: examples of reportable incidents,
23. June 2025,Medicines and Healthcare products Regulatory Agency,Guidance,Medical devices: periodic safety update report,https://www.linkedin.com/feed/update/urn:li:activity:7341718273568174080?
23. June 2025,Medicines and Healthcare products Regulatory Agency,Collection,Medical devices: post-market surveillance,
23. June 2025,Medicines and Healthcare products Regulatory Agency,Guidance,Medical devices: post-market surveillance requirements,
23. June 2025,Medicines and Healthcare products Regulatory Agency,Guidance,Medicines: get scientific advice from MHRA,https://www.linkedin.com/feed/update/urn:li:activity:7340978853525229568?
23. June 2025,Medicines and Healthcare products Regulatory Agency,Guidance,The Innovative Devices Access Pathway (IDAP),
23. June 2025,"MEDSAFE,New Zealand",Consultation,Guideline on the Bioequivalence of medicines,https://www.linkedin.com/feed/update/urn:li:activity:7340270643822690304?  
23. June 2025,Ministry of Food and Drug Safety of Republic of Korea,Report,"MFDS,the 2024 Medical Device Approval Report",https://www.linkedin.com/feed/update/urn:li:activity:7341773241566289920?
23. June 2025,South African Health Products Regulatory Authority,Guidance,Regulatory Information Management System Technical Files Website Upload,https://www.linkedin.com/feed/update/urn:li:activity:7340253705310535682?
23. June 2025,Swissmedic,Forms,Swissmedic Forms for June 2025,
23. June 2025,"Therapeutic Goods Administration (TGA),Australia",Report,Action Plan for Medical Devices - Final Progress Report Card: December 2024,https://www.linkedin.com/feed/update/urn:li:activity:7340241744812228608?
23. June 2025,USA Food & Drug Administration FDA,Guidance,ANDAs:Pre-Submission Facility Correspondence Related to Prioritized Generic Drug Submissions,https://www.linkedin.com/feed/update/urn:li:activity:7340247741014441984?
23. June 2025,USA Food & Drug Administration FDA,Guidance,Post-Warning Letter Meetings Under GDUFA,https://www.linkedin.com/feed/update/urn:li:activity:7341703063348371456?
16. June 2025,ANVISA Brazil,Regulation,"Ordinance GM/MS No. 6,931,of June 4,2025",https://www.linkedin.com/feed/update/urn:li:activity:7339185196732178433?
16. June 2025,European Commission,Guidance,Health Technology Assessment Regulation Capacity Building,https://www.linkedin.com/feed/update/urn:li:activity:7338228815891951616?
16. June 2025,European Commission,Regulation,Master UDI-DI for contact lenses,https://www.linkedin.com/feed/update/urn:li:activity:7339168492744585216?
16. June 2025,European Commission,News,COMBINE programme launched a pilot for clinical trials and performance studies,
16. June 2025,European Medicines Agency,Meeting,Pharmacovigilance Risk Assessment CommitteeÃ‚(PRAC) 2 5 June 2025,https://www.linkedin.com/feed/update/urn:li:activity:7336725535617671168?
16. June 2025,European Medicines Agency,Report,Annual Report 2024,https://www.linkedin.com/feed/update/urn:li:activity:7338789074402492416?
16. June 2025,European Medicines Agency,Guidance,The summary-of-product-characteristics guideline and paediatric aspects,https://www.linkedin.com/feed/update/urn:li:activity:7339177993153531904? 
16. June 2025,European Medicines Agency,Newsflash,CTIS newsflash 10 June 2025,https://www.linkedin.com/feed/update/urn:li:activity:7339177536649617408?
16. June 2025,International Council for Harmonisation,Guidance,ICH E21 Step 2 Presentation Now Available,https://www.linkedin.com/feed/update/urn:li:activity:7339331566638145538? 
16. June 2025,Medicines and Healthcare products Regulatory Agency,Guidance,New Medical Devices Post-Market Surveillance requirements,https://www.linkedin.com/feed/update/urn:li:activity:7337863886689169408?
16. June 2025,Medicines and Healthcare products Regulatory Agency,Guidance,User Reference Guide MORE Incident Submissions,https://www.linkedin.com/feed/update/urn:li:activity:7337895160732676098?
16. June 2025,Medicines and Healthcare products Regulatory Agency,Guidance,Documentation data requirements under the new PMS regulations,https://www.linkedin.com/feed/update/urn:li:activity:7337156496515850241?
16. June 2025,Medicines and Healthcare products Regulatory Agency,Guidance,Borderlines with medical devices and other products in Great Britain,https://www.linkedin.com/feed/update/urn:li:activity:7338084045488095232?
16. June 2025,Medicines and Healthcare products Regulatory Agency,Guidance,Risk minimisation measures for medicines,https://www.linkedin.com/feed/update/urn:li:activity:7338088704818774017?
16. June 2025,Medicines and Healthcare products Regulatory Agency,Guidance,"Clinical trials for medicines: manage your authorisation,report safety issues",https://www.linkedin.com/feed/update/urn:li:activity:7338093138969829377?
16. June 2025,Medicines and Healthcare products Regulatory Agency,Collection,Decentralised manufacture hub,https://www.linkedin.com/feed/update/urn:li:activity:7338213329611485184?
16. June 2025,Medical Device Single Audit Program MDSAP,Procedure,Auditing Organization (AO) Application For Recognition Procedure,
16. June 2025,Medical Device Authority Malaysia,Guidance,Harmonised Borderline Products In ASEAN,https://www.linkedin.com/feed/update/urn:li:activity:7339239664253390848?
16. June 2025,Medical Device Authority Malaysia,Guidance,Harmonised Classification of Medical Devices in ASEAN,https://www.linkedin.com/feed/update/urn:li:activity:7339237972375945218?
16. June 2025,"NMPA-National Medical Products Administration,Peoples Republic of China",Guidance,Classification and Definition of IVD Reagents Related to NGS (No. 22 [2025]),https://www.linkedin.com/feed/update/urn:li:activity:7339194323520876544?
16. June 2025,Swissmedic,Forms,Swissmedic Forms for June 2025,
16. June 2025,Swissmedic,Guidance,Export Certificates,
16. June 2025,Swissmedic,Guidance,Criteria Annexes 4Ã¢â‚¬â€œ10 KPTPO,
16. June 2025,Team AB,Information,PMS Plan to comply with the GB PMS Requirements 16. June 2025,https://www.linkedin.com/feed/update/urn:li:activity:7337156496515850241?
16. June 2025,USA Food & Drug Administration FDA,Report,Office of Clinical Pharmacology (OCP) 2024 Annual Report,https://www.linkedin.com/feed/update/urn:li:activity:7339385697314787328?
16. June 2025,USA Food & Drug Administration FDA,Guidance,ST&F Manual of Policies and Procedures (MAPP),https://martincking.github.io/Standards-Selector/?dropdownwindow=FDA&designation=&title=Good%20Review%20Practices:%20Standard%20Safety%20Tables%20and%20Figures&abstract=
16. June 2025,USA Food & Drug Administration FDA,Guidance,ST&F Integrated Guide,https://martincking.github.io/Standards-Selector/index.html?dropdownwindow=FDA&designation=&title=Standard%20Safety%20Tables%20and%20Figures%20ST&F%20Integrated%20Guide&abstract=
16. June 2025,USA Food & Drug Administration FDA,Guidance,OCMQ Manual of Policies and Procedures (MAPP),https://martincking.github.io/Standards-Selector/?dropdownwindow=FDA&designation=&title=OCMQ%20Manual%20of%20Policies%20and%20Procedures%20(MAPP)&abstract=
16. June 2025,USA Food & Drug Administration FDA,Report,Office of Clinical Pharmacology (OCP) 2024 Annual Report,https://www.linkedin.com/feed/update/urn:li:activity:7339385697314787328?
16. June 2025,USA Food & Drug Administration FDA,Newsletter,"FDA Regulatory Science Newsletter,Issue 1 of 2025,published by the U.S. Food and Drug Administration (FDA)",https://www.linkedin.com/feed/update/urn:li:activity:7339597414397341698?
16. June 2025,International Council for Harmonisation,Guidance,ICH E21 Step 2 PresentationÃ‚Inclusion of Pregnant and Breastfeeding Individuals in Clinical Trials,https://www.linkedin.com/feed/update/urn:li:activity:7339331566638145538? 
16. June 2025,Medical Device Authority Malaysia,Guidance,Harmonised Borderline Products in ASEAN,https://www.linkedin.com/feed/update/urn:li:activity:7339239664253390848?
16. June 2025,Medical Device Authority Malaysia,Guidance,Harmonised Classification of Medical Devices in ASEAN,https://www.linkedin.com/feed/update/urn:li:activity:7339237972375945218?
16. June 2025,NMPA-National Medical Products Administration,Guidance,Classification and Definition of In Vitro Diagnostic Reagents Related to Next-Generation Gene Sequencing (No. 22 [2025]),https://www.linkedin.com/feed/update/urn:li:activity:7339194323520876544?
16. June 2025,ANVISA Brazil,Regulation,"Ordinance GM/MS No. 6,931,of June 4,2025",https://www.linkedin.com/feed/update/urn:li:activity:7339185196732178433?
16. June 2025,European Medicines Agency,Guidance,The summary-of-product-characteristics guideline and paediatric aspects,https://www.linkedin.com/feed/update/urn:li:activity:7339177993153531904? 
16. June 2025,European Medicines Agency,Newsflash,CTIS newsflash 10 June 2025,https://www.linkedin.com/feed/update/urn:li:activity:7339177536649617408?
16. June 2025,European Commission,Regulation,Assignment of Unique Device Identifiers for contact lenses,https://www.linkedin.com/feed/update/urn:li:activity:7339168492744585216?
16. June 2025,European Medicines Agency,Report,ANNUAL REPORT 2024,https://www.linkedin.com/feed/update/urn:li:activity:7338789074402492416?
16. June 2025,European Commission,Guidance,HTAR Capacity Building Programme,https://www.linkedin.com/feed/update/urn:li:activity:7338228815891951616?
16. June 2025,Medicines and Healthcare products Regulatory Agency,Collection,Decentralised manufacture hub,https://www.linkedin.com/feed/update/urn:li:activity:7338213329611485184?
16. June 2025,Medicines and Healthcare products Regulatory Agency,Guidance,"Clinical trials for medicines: manage your authorisation,report safety issues",https://www.linkedin.com/feed/update/urn:li:activity:7338093138969829377?
16. June 2025,Medicines and Healthcare products Regulatory Agency,Guidance,Risk minimisation measures for medicines,https://www.linkedin.com/feed/update/urn:li:activity:7338088704818774017?
16. June 2025,Medicines and Healthcare products Regulatory Agency,Guidance,Borderline products: medical devices and other products,https://www.linkedin.com/feed/update/urn:li:activity:7338084045488095232?
16. June 2025,Medicines and Healthcare products Regulatory Agency,Guidance,Documentation for implementation of data requirements under the new Post-Marketing Surveillance regulations,https://www.linkedin.com/feed/update/urn:li:activity:7337900224922705920?
16. June 2025,Medicines and Healthcare products Regulatory Agency,Guidance,MORE Registrations - user reference guide,https://www.linkedin.com/feed/update/urn:li:activity:7337895160732676098?
16. June 2025,Medicines and Healthcare products Regulatory Agency,Guidance,MHRA guidance on new Medical Devices Post-Market Surveillance requirements,https://www.linkedin.com/feed/update/urn:li:activity:7337863886689169408?
16. June 2025,European Medicines Agency,Meeting,Meeting highlights from the Pharmacovigilance Risk Assessment Committee () 2-5 June 2025,https://www.linkedin.com/feed/update/urn:li:activity:7336725535617671168?
16. June 2025,Team AB,Information,Have you generated your PMS Plan to comply with the GB PMS Requirements?,https://www.linkedin.com/feed/update/urn:li:activity:7337156496515850241?
9. June 2025,ANVISA Brazil,Guidance,Medicines Market Regulation Chamber (CMED) approves internal regulations,
9. June 2025,Council for International Organizations of Medical Sciences,Guidance,Glossary of ICH terms and definitions,
9. June 2025,European Commission,Template,Manufacturer Incident Report (MIR) template version 7.3.1 SB10449 Update,
9. June 2025,European Data Protection Board,Guidance,Fundamentals of Secure AI Systems with Personal Data,
9. June 2025,European Medicines Agency,Guidance,IDMP Process for the electronic submission of medicinal product Information,
9. June 2025,European Medicines Agency,Consultation,herbal medicinal products used in children and adolescents,
9. June 2025,European Medicines Agency,Consultation,ICH E21 inclusion of pregnant and breastfeeding individuals in clinical trials,
9. June 2025,European Medicines Agency,Guidance,"On-boarding - Substance,Product,Organisation and Referentials (SPOR)",
9. June 2025,European Directorate for the Quality of Medicines & HealthCare,Report,Certification monthly report of activities: End of May 2025,
9. June 2025,"Health Sciences Authority (HSA),Singapore",Guidance,SHARE for Medical Devices Industry Briefing Session,
9. June 2025,Medicines and Healthcare products Regulatory Agency,Guidance,Regulatory considerations for therapeutic use of bacteriophages in the UK,
9. June 2025,MedTech Europe,Report,Decarbonising Healthcare: How a Competitive MedTech Industry Can Contribute,
9. June 2025,McKinsey & Company,Article,Scaling gen AI in the medtech industry,
9. June 2025,Swissmedic,Forms,Swissmedic Forms for June 2025,
9. June 2025,Swissmedic,Guidance,Product Information for Human Medicinal Products,
9. June 2025,Swissmedic,Guidance,Formal Requirements for Submissions,
9. June 2025,Swissmedic,Guidance,Time Limits for Authorisation Applications,
9. June 2025,Swissmedic,Guidance,Temporary Authorisation for Human Medicinal Products,
9. June 2025,Swissmedic,Guidance,Immunological Veterinary Medicinal Products in Epizootic Outbreaks,
9. June 2025,Swissmedic,Guidance,Product Information for Veterinary Medicinal Products,
9. June 2025,Swissmedic,Guidance,Instructions for Filling the eDok_KLV Folder Structure,
9. June 2025,Swissmedic,Guidance,Submission of Clinical Trials,
9. June 2025,Swissmedic,Guidance,Clinical Trial Application Dossier,
9. June 2025,Swissmedic,Guidance,Amendments in Clinical Trials,
9. June 2025,Swissmedic,Guidance,eIAM Portal Administrator,
9. June 2025,USA Food & Drug Administration FDA,Guidance,M13B Bioequivalence for Immediate-Release Solid Oral Dosage Forms,
9. June 2025,USA Food & Drug Administration FDA,News,FDA Launches Agency-Wide AI Tool,
9. June 2025,USA Food & Drug Administration FDA,Guidance,Transfer of a Premarket Notification (510(k)) Clearance ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Questions and Answers,
9. June 2025,USA Food & Drug Administration FDA,Guidance,Raw Data for Safety and Effectiveness Studies,
9. June 2025,USA Food & Drug Administration FDA,Guidance,Over-the-Counter Monograph Procedure for Minor Changes C001,
9. June 2025,USA Food & Drug Administration FDA,Guidance,M11 Technical Specification: Clinical Electronic Structured Harmonised Protocol,
9. June 2025,USA Food & Drug Administration FDA,Guidance,Hernia Mesh Package Labeling Recommendations,
2. June 2025,ANVISA Brazil,Guidance,Manual de uso do SIUD Sistema de Identificanica de Dispositivos dicos,
2. June 2025,Council for International Organizations of Medical Sciences,Consultation,Benefit-risk balance for medicinal products,
2. June 2025,Egyptian Drug Authority,Consultation,ICH Q1 Draft Guideline & Step 2,
2. June 2025,Egyptian Drug Authority,Consultation,Bioequivalence studies for generic Veterinary medicinal products,
2. June 2025,European Commission,Presentation,"EUDAMED Workshop 21 May 2025 - Stuttgart,Germany",
2. June 2025,European Commission,Consultation,Clinical assessments of medical devices & IVDs at the Union level,
2. June 2025,European Commission,Proposal,EMDN Helpdesk Officially live,
2. June 2025,European Medicines Agency,Meeting,Committee for Medicinal Products for Human Use‚(CHMP) 19-22 May 2025,
2. June 2025,European Medicines Agency,Guidance,Quality of medicines questions and answers: Part 2,
2. June 2025,European Directorate for the Quality of Medicines & HealthCare,Guidance,How to read a CEP,
2. June 2025,Medicines and Healthcare products Regulatory Agency,Guidance,Medical devices: UK approved bodies,
2. June 2025,Medicines and Healthcare products Regulatory Agency,Guidance,Innovative Licensing and Access Pathway (ILAP),
2. June 2025,MedTech Europe,Guidance,Practical guide to the use of the European Medical Device Nomenclature (EMDN),
2. June 2025,Swissmedic,Forms,Swissmedic Forms for May 2025,
2. June 2025,Swissmedic,Guidance,Incident economic operators,
2. June 2025,Swissmedic,Guidance,Marketing Authorisation for Global Health Products MAGHP Procedure,
2. June 2025,Swissmedic,Guidance,Amendment to GMP compliance by foreign manufacturers,
2. June 2025,"Therapeutic Goods Administration (TGA),Australia",News,GMP Clearance: Backlog reduction strategy commencing 1 July 2025,
2. June 2025,"Therapeutic Goods Administration (TGA),Australia",Guidance,Adoption of International Scientific Guidelines in Australia,
2. June 2025,"Therapeutic Goods Administration (TGA),Australia",Guidance,Advertising to health professionals so that consumer rules do not apply,
2. June 2025,USA Food & Drug Administration FDA,Guidance,Electronic Submission Template for Medical Device Q-Submissions,
2. June 2025,USA Food & Drug Administration FDA,Guidance,Requests for Feedback and Meetings: The Q-Submission Program,
2. June 2025,USA Food & Drug Administration FDA,Guidance,Replacing Color Additives in Approved or Marketed Drug Products,
26. May 2025,ANVISA Brazil,Guidance,National Guideline for Antimicrobial Management in Neonatology Services,
26. May 2025,European Commission,Presentation,Health technology assessment for patients and clinical experts,
26. May 2025,European Commission,Consultation,Establishment of an expert panel on orphan and paediatric devices,
26. May 2025,European Commission,Proposal,Simplify several EU regulations (GDPR etc.) to assist small medium enterprises,
