Date,Agency,Category,Title,Link
20. April 2026,European Medicines Agency,Post,Procedural advice on paediatric applications,https://www.linkedin.com/feed/update/urn:li:activity:7450796387228790785/
20. April 2026,European Medicines Agency,Guidance,Regulatory Procedure Management in IRIS roadmap,https://www.linkedin.com/feed/update/urn:li:activity:7450792610253832192/
20. April 2026,European Medicines Agency,Pilot,Radiopharmaceuticals EU-IN Horizon Scanning Report,https://www.linkedin.com/feed/update/urn:li:activity:7450452208531308544/
20. April 2026,European Medicines Agency,Meeting,Meeting highlights from the Pharmacovigilance Risk Assessment Committee (PRAC) 7-10 April 2026 Key takeaway:,https://www.linkedin.com/feed/update/urn:li:activity:7449328102788263937/
20. April 2026,International Medical Device Regulators Forum,Consultation,"IMDRF/AIML WG/N93 Draft (2026) - AI Life Cycle Framework First end-to-end AI lifecycle framework published for consultation, operationalising GMLP across total product lifecycle.",https://www.linkedin.com/feed/update/urn:li:activity:7449305377353068544/
20. April 2026,ISO - International Organization for Standardization,Standards,ISO Update March 1. to April 1. 2026 Clinical / Medical Devices,https://www.linkedin.com/feed/update/urn:li:activity:7449305383321362432/
20. April 2026,Medicines and Healthcare products Regulatory Agency,Guidance,AI Airlock: the regulatory sandbox for AIaMD Programme expanded with multi-year funding; Phase 2 ongoing and Phase 3 in design,https://www.linkedin.com/feed/update/urn:li:activity:7449330951806947328/
20. April 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Register medical devices to place on the market,https://www.linkedin.com/feed/update/urn:li:activity:7449332692824932353/
20. April 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Archiving and Retention of Clinical Trial Records,https://www.linkedin.com/feed/update/urn:li:activity:7450049383611461632/
20. April 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Declaration of Helsinki and Clinical Trial Regulations,https://www.linkedin.com/feed/update/urn:li:activity:7450051705465016320/
20. April 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Risks of Cardiovascular Disease from Exposure to Ionising Radiation,https://www.linkedin.com/feed/update/urn:li:activity:7450047248207515648/
20. April 2026,MedTech Leading Voice,Article,Live from Boston,https://www.linkedin.com/feed/update/urn:li:activity:7449496846856732673/
20. April 2026,NMPA-National Medical Products Administration,Announcement,Approval of 272 Medical Device Products,https://www.linkedin.com/feed/update/urn:li:activity:7449667779965706240/
20. April 2026,Therapeutic Goods Administration,Notice,Therapeutic Goods Not Affected by IChEMS,https://www.linkedin.com/feed/update/urn:li:activity:7450054343942279168/
20. April 2026,Therapeutic Goods Administration,Guidance,Reporting a shortage or discontinuation of a medicine you supply,https://www.linkedin.com/feed/update/urn:li:activity:7449667757249445888/
20. April 2026,South African Health Products Regulatory Authority,Guidance,Licensing Requirements for Outsourced/Contracted Activities - SAHPRA (April 2026),https://www.linkedin.com/feed/update/urn:li:activity:7449320493708529664/
20. April 2026,,,,
20. April 2026,USA Food & Drug Administration FDA,Report,"OCP 2025 Annual Report - FDA (Office of Clinical Pharmacology) 30-year milestone with expanded model-informed approaches, quantitative methods, and increased impact on regulatory decisions and approvals.",https://www.linkedin.com/feed/update/urn:li:activity:7449320502130601984/
20. April 2026,USA Food & Drug Administration FDA,Guidance,FDA Guidance: Bioanalytical Method Validation for Biomarkers,https://www.linkedin.com/feed/update/urn:li:activity:7449320493339357184/
20. April 2026,USA Food & Drug Administration FDA,Guidance,"FDA SOPP 8216: Fast Track Development Programs Designation and Management (FDA CBER, effective 8 April 2026) Fast Track is a structured regulatory pathway with strict timelines, interaction expectations, and revocation risk.",https://www.linkedin.com/feed/update/urn:li:activity:7449335325191110656/
20. April 2026,USA Food & Drug Administration FDA,Guidance,"FDA SOPP 8212: Breakthrough Therapy Designation and Management (FDA CBER, effective 8 April 2026)",https://www.linkedin.com/feed/update/urn:li:activity:7449337566648123392/
20. April 2026,USA Food & Drug Administration FDA,Guidance,"FDA SOPP 8001.4: Review of Proprietary Names for CBER-Regulated Products (FDA CBER, effective 10 April 2026)",https://www.linkedin.com/feed/update/urn:li:activity:7449339507201642496/
20. April 2026,USA Food & Drug Administration FDA,Guidance,FDA Potential for Nitrosamines in Medical Device Combination Products FDA CDRH highlights detection of nitrosamine impurities in CDRH-led combination products.,https://www.linkedin.com/feed/update/urn:li:activity:7450776626214322176/
20. April 2026,USA Food & Drug Administration FDA,Guidance,FDA eMDR Electronic Medical Device Reporting,https://www.linkedin.com/feed/update/urn:li:activity:7450457891196645376/
20. April 2026,USA Food & Drug Administration FDA,Guidance,"FDA Reminds More Than 2,200 Sponsors and Researchers to Disclose Trial Results",https://www.linkedin.com/feed/update/urn:li:activity:7450046579060834304/
20. April 2026,USA Food & Drug Administration FDA,Guidance,FDA Safety Assessment of Genome Editing in Human Gene Therapy Products Using NGS,https://www.linkedin.com/feed/update/urn:li:activity:7450046127996915712/
20. April 2026,USA Food & Drug Administration FDA,Announcement,"FDA has reminded more than 2,200 medical product companies and researchers to improve compliance with clinical trial results submission requirements.",https://www.linkedin.com/feed/update/urn:li:activity:7449548480978685952/
