Date,Agency,Category,Title,Link
3. August 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Medical Devices: Legal Requirements for Specific Medical Products,https://www.linkedin.com/feed/update/urn:li:activity:7485196882642677761?
3. August 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Register Medical Devices to Place on the Market,https://www.linkedin.com/feed/update/urn:li:activity:7485196921591009280?
3. August 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Register to Make Submissions to the MHRA,https://www.linkedin.com/feed/update/urn:li:activity:7485576843488694272
3. August 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Clinical investigations for medical devices,https://www.linkedin.com/feed/update/urn:li:activity:7480148117560995841/
3. August 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Determining if a clinical investigations is required,https://www.linkedin.com/feed/update/urn:li:activity:7486363458599575553/
3. August 2026,Medical Device Single Audit Program MDSAP,Pilot Program,Extension of the Pilot Program Allowing Medical Device Organizations (MDOs) to Participate in MDSAP,https://www.linkedin.com/feed/update/urn:li:activity:7485196953044213760?
3. August 2026,Swissmedic,Forms,Swissmedic Forms for July 2026,
3. August 2026,Swissmedic,Checklist,Checklist for the Inspection of Medical Device Vigilance in Hospitals,https://www.linkedin.com/feed/update/urn:li:activity:7484834531267620864?
3. August 2026,Swissmedic,Guidance,Performance studies of IVD,https://www.linkedin.com/feed/update/urn:li:activity:7480123504835665920/
3. August 2026,Swissmedic,Guidance,Information on the Marketing Authorisation Holder in Public Advertising,https://www.linkedin.com/feed/update/urn:li:activity:7486002517617758208/
3. August 2026,Therapeutic Goods Administration,Guidance,Advertising to Health Professionals so that Consumer Rules Do Not Apply,https://www.linkedin.com/feed/update/urn:li:activity:7485580330679140352?
3. August 2026,Therapeutic Goods Administration,Guidance,Applying the Advertising Code Rules: Price Information,https://www.linkedin.com/feed/update/urn:li:activity:7485578607239602176?
3. August 2026,USA Food & Drug Administration FDA,Guidance,FDA Hemodialysis Blood Tubing Sets - Premarket Notification (510(k)) Submissions,https://www.linkedin.com/feed/update/urn:li:activity:7486353093429870592/
3. August 2026,USA Food & Drug Administration FDA,Guidance,CDER New and Revised Draft Guidances Planned for Publication in Calendar Year 2026,https://www.linkedin.com/feed/update/urn:li:activity:7485639758673797121?
3. August 2026,World Health Organization,Guidance,List of Transitional WHO Listed Authorities for Medical Devices (tWLAs-MD) as of 1 July 2026,https://www.linkedin.com/feed/update/urn:li:activity:7484819381928169472?
3. August 2026,World Health Organization,Guidance,WHO Drug Information Volume 40 Number 2 (2026),https://www.linkedin.com/feed/update/urn:li:activity:7485196878674993152?
3. August 2026,World Health Organization,Guidance,Establishing a National Programme for Guideline Adaptation: Key Steps and Functions,https://www.linkedin.com/feed/update/urn:li:activity:7485644654634483712?
3. August 2026,World Health Organization,Report,WHO Global Traditional Medicine Centre: Annual Report 2025,https://www.linkedin.com/feed/update/urn:li:activity:7486007846313132033/
