Date,Agency,Category,Title,Link
23. February 2026,Swissmedic,Checklist,Checkliste - Gesuch Betriebsbewilligung Umgang kontrollierte Substanzen Scope: Applications relating to operating licences for handling controlled substances,https://www.linkedin.com/feed/update/urn:li:activity:7429404285290962944/
23. February 2026,Swissmedic,Guidance,Swissmedic Training Concept in Support of Capacity Building for National Regulatory Authorities in LMICs,https://www.linkedin.com/feed/update/urn:li:activity:7429501246958546944/
23. February 2026,USA Food & Drug Administration FDA,Guidance,FDA Defining Durations of Use for Approved Medically Important Antimicrobial Drugs Fed to Food-Producing Animals,https://www.linkedin.com/feed/update/urn:li:activity:7427969115941785600/

























