Date,Agency,Category,Title,Link
6. April 2026,Stefano Bolletta,Regulation,EU PARLIAMENT Textes Adopted on AI - 26/03/2026 Simplification of the implementation of harmonised rules on artificial,https://www.linkedin.com/feed/update/urn:li:activity:7443259251977797633/
6. April 2026,Medical Device Authority Malaysia,Article,"MDA/GD/0043 (Third Edition, Feb 2026) Import and/or Supply of Unregistered Medical Devices under Special Access Exemption Application",https://www.linkedin.com/feed/update/urn:li:activity:7444615988462915584/
6. April 2026,Medical Device Authority Malaysia,Article,"MDA/GD/0071 (First Edition, Mar 2026) Application for Confirmation of Obsolete and Discontinued Medical Device",https://www.linkedin.com/feed/update/urn:li:activity:7444618531473813504/
6. April 2026,Medical Device Authority Malaysia,Article,"MDA/GD/0006 (Second Edition, Mar 2026) Definition of Medical Device Updated definitions clarifying accessories, components, and spare parts, with clearer regulatory distinction and examples.",https://www.linkedin.com/feed/update/urn:li:activity:7444620442671370240/
6. April 2026,MedTech Europe,Whitepaper,Shaping the Future of Wound Care in Europe Provide policy framework and recommendations to improve wound care.,https://www.linkedin.com/feed/update/urn:li:activity:7445007467245129728/
6. April 2026,South African Health Products Regulatory Authority,Guidance,Use of Unregistered Veterinary Products,https://www.linkedin.com/feed/update/urn:li:activity:7444625704400420864/
6. April 2026,South African Health Products Regulatory Authority,Report,"Medical Devices Registration Feasibility Study Report Develop a comprehensive regulatory framework for medical devices and IVDs ensuring safety, quality, and performance",https://www.linkedin.com/feed/update/urn:li:activity:7444980169880014848/
6. April 2026,South African Health Products Regulatory Authority,Fees,Payment of Retention Fees for the Year Ending 31 December 2026,https://www.linkedin.com/feed/update/urn:li:activity:7444266176081383424/
6. April 2026,South African Health Products Regulatory Authority,Communication,Variations Communication,https://www.linkedin.com/feed/update/urn:li:activity:7444266669494992897/
6. April 2026,Swissmedic,Forms,"Swissmedic Forms for March 2026,",
6. April 2026,Swissmedic,Guidance,Healthcare institutions take note: The notification requirements are changing for in vitro diagnostic medical devices (IVDs) and medical devices that are manufactured and used in-house.,https://www.linkedin.com/feed/update/urn:li:activity:7445516467124523008/
6. April 2026,Swissmedic,Guidance,Der Institutsrat hat die Fassung 12.2 der Europaischen Pharmakopoe auf den 1. April 2026 in Kraft gesetzt:,https://www.linkedin.com/feed/update/urn:li:activity:7445516623576375297/
6. April 2026,Therapeutic Goods Administration,Article,Advertising software-based medical devices in Australia,https://www.linkedin.com/feed/update/urn:li:activity:7444607782915457024/
6. April 2026,USA Food & Drug Administration FDA,Guidance,FDA Total Product Life Cycle Advisory Program (TAP) FDA Update (March 2026) Program Overview,https://www.linkedin.com/feed/update/urn:li:activity:7444265719841705985/
6. April 2026,USA Food & Drug Administration FDA,Guidance,FDA Incorporating Voluntary Patient Preference Information over the Total Product Life Cycle,https://www.linkedin.com/feed/update/urn:li:activity:7444265325417775104/
6. April 2026,USA Food & Drug Administration FDA,Report,"FDA FY 2025 GDUFA Science & Research Report Annual FDA report summarizing scientific research supporting generic drug regulation, funded under GDUFA (Generic Drug User Fee Amendments).",https://www.linkedin.com/feed/update/urn:li:activity:7443235744556572674/
6. April 2026,USA Food & Drug Administration FDA,Snapshot,FDA New FDA snapshot: Use of Bayesian Methodology in Clinical Trials of Drugs and Biologics (Draft),https://www.linkedin.com/feed/update/urn:li:activity:7445716820587835392/


7. April 2026,European Commission,Article,EUDAMED - Release Notes v2.25.2 (2026),https://www.linkedin.com/feed/update/urn:li:activity:7447146994982154240/
7. April 2026,Health Canada,Article,"Sante Canada Pre-Market Guidance for Machine Learning-Enabled Medical Devices New guidance defines lifecycle-based requirements, PCCP concept, and detailed expectations for ML system design, validation, and monitoring.",https://www.linkedin.com/feed/update/urn:li:activity:7447148359292719105/
7. April 2026,Health Canada,Article,Sante Canada Clinical Evidence Requirements for Medical Devices Class-Based Requirements,https://www.linkedin.com/feed/update/urn:li:activity:7447147605052149760/
7. April 2026,Therapeutic Goods Administration,Article,Determining if your content is advertising,https://www.linkedin.com/feed/update/urn:li:activity:7447149487229132800/
7. April 2026,Health Canada,Article,Sante Canada Terms & Conditions (T&Cs) for Class IIIV Medical Devices Expanded authority under Medical Devices Regulations (Section 36).,https://www.linkedin.com/feed/update/urn:li:activity:7447148824139091968/
7. April 2026,ANMPS Tunisia,Guidance,"The National Agency for Medicines and Health Products (ANMPS) in Tunisia has published its Guideline on Post-Authorization Variations for Human Medicinal Products (May 2026), providing a structured reference framework for managing lifecycle changes of registered medicines.",https://www.linkedin.com/feed/update/urn:li:activity:7447250972646699008/


 6. April 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Approval Process for Clinical Investigations GB follows UK MDR 2002; NI follows EU MDR/IVDR Mixed GB/NI studies - EU MDR pathway applies,https://www.linkedin.com/feed/update/urn:li:activity:7446800472021184512/
 6. April 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Submitting a clinical investigation proposal for MHRA assessment,https://www.linkedin.com/feed/update/urn:li:activity:7446799819630686208/
 6. April 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Clinical investigations in Northern Ireland Clinical investigation requirements in Northern Ireland (EU MDR aligned),https://www.linkedin.com/feed/update/urn:li:activity:7446798719586340864/
 6. April 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Clinical investigations in Great Britain Requirements for clinical investigations of medical devices in Great Britain,https://www.linkedin.com/feed/update/urn:li:activity:7446798229578452992/
 6. April 2026,Health Products Regulatory Authority (HPRA),Guidance,Quality System for General Sale Wholesale Distributors Defines minimum quality management system (QMS) requirements for general sale wholesale distributors.,https://www.linkedin.com/feed/update/urn:li:activity:7446797683979149312/
 6. April 2026,South African Health Products Regulatory Authority,Article,E2B SAE Reporting Requirement Recent Changes: Confirms E2B standard will become the only acceptable method for SAE reporting during clinical trials from 01 July 2026.,https://www.linkedin.com/feed/update/urn:li:activity:7446800916093079552/
 6. April 2026,Swissmedic,Guidance,"Swissmedic FSCA (Economic Operators) Applies to manufacturers, authorised representatives, and SPPPs.",https://www.linkedin.com/feed/update/urn:li:activity:7446802251274350593/
 6. April 2026,Swissmedic,Guidance,"Swissmedic Incident Reporting (Economic Operators) Applies to manufacturers, authorised representatives, importers, distributors (economic operators)",https://www.linkedin.com/feed/update/urn:li:activity:7446801620522360832/
 6. April 2026,Swissmedic,Guidance,Swissmedic Incident Reporting (Users) Applies to professional users of medical devices and IVDs,https://www.linkedin.com/feed/update/urn:li:activity:7446804055139553280/
 6. April 2026,Swissmedic,Guidance,Swissmedic 3D Printers & Medical Devices,https://www.linkedin.com/feed/update/urn:li:activity:7446803430192570368/
 6. April 2026,Swissmedic,Guidance,"Swissmedic swissdamed Service Agreement Enables registration of companies, economic operators, and devices (UDI system)",https://www.linkedin.com/feed/update/urn:li:activity:7446805646001295360/
 6. April 2026,Swissmedic,Guidance,"Swissmedic swissdamed M2M REST API Documentation Guidance for REST API for device registration, updates, and market status",https://www.linkedin.com/feed/update/urn:li:activity:7446805216814915584/
 6. April 2026,Swissmedic,Guidance,Swissmedic CAPA Plan Requirements,https://www.linkedin.com/feed/update/urn:li:activity:7446803051371237376/
 6. April 2026,Swissmedic,Guidance,"Swissmedic Clinical investigations of medical devices Guidance on approval, conduct, reporting, oversight of device clinical investigations",https://www.linkedin.com/feed/update/urn:li:activity:7446804545449619456/




