Date,Agency,Category,Title,Link
23. March 2026,Medicines and Healthcare products Regulatory Agency,Consultation,Medical devices regulations: targeted consultation on the indefinite recognition of CE marked devices A consultation to gather stakeholder views on future regulation of CE-marked devices in Great Britain (GB).,https://www.linkedin.com/feed/update/urn:li:activity:7440683821429194752/
23. March 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Declaration of Helsinki and Clinical Trial Regulations alignment,https://www.linkedin.com/feed/update/urn:li:activity:7440686021253496833/
23. March 2026,Medicines and Healthcare products Regulatory Agency,Policy,"The Organs, Tissues and Cells (apart from embryos and gametes) Common Framework Aims to establish UK-wide coordination on safety and quality standards covering organs, tissues, and cells (excluding embryos/gametes)",https://www.linkedin.com/feed/update/urn:li:activity:7440688431573299200/
23. March 2026,Medicines and Healthcare products Regulatory Agency,Policy,The Blood Safety and Quality Common Framework Aims to establish UK-wide coordination for blood and blood component safety & quality and ensure consistent standards + cross-border sharing,https://www.linkedin.com/feed/update/urn:li:activity:7440695771273949184/
23. March 2026,MedTech Europe,Statement,AI omnibus - Administrative clean-up or a boost for Europes AI competitiveness?,https://www.linkedin.com/feed/update/urn:li:activity:7439215423327236097/
23. March 2026,MedTech Europe,Statement,statement on the EUSwitzerland agreement package and updated Mutual Recognition Agreement,https://www.linkedin.com/feed/update/urn:li:activity:7439217495246434304/
23. March 2026,MedTech Europe,Statement, Joint Industry Statement on Article 29 of the Packaging and Packaging Waste Regulation (PPWR) MedTech Europe response to the European Commission Delegated Act under Article 29 PPWR addressing reuse targets for transport packaging,https://www.linkedin.com/feed/update/urn:li:activity:7439563364424421376/
23. March 2026,MedTech Europe,Training,"Educational Webinars EUDAMED Training (Feb 2026) Supports EUDAMED operational readiness, bridging the gap between regulatory requirements and practical implementation",https://www.linkedin.com/feed/update/urn:li:activity:7440699257529057280/
23. March 2026,NMPA-National Medical Products Administration,Announcement,Implementation of Unique Identification of Medical Devices for Subsequent Varieties (no. 21 of 2026),https://www.linkedin.com/feed/update/urn:li:activity:7439211311487586305/
23. March 2026,NMPA-National Medical Products Administration,Announcement,Matters Concerning the Implementation of Unique Identification of Medical Devices in Specific Situations (no. 15 of 2026),https://www.linkedin.com/feed/update/urn:li:activity:7439213490852028417/
23. March 2026,NMPA-National Medical Products Administration,Standards,Issuance of 26 Medical Device Industry Standards (no. 24 of 2026) China NMPA (SFDA) released 26 medical device industry standards (Announcement no. 24 of 2026),https://www.linkedin.com/feed/update/urn:li:activity:7439964154825736193/
23. March 2026,Swissmedic,Forms,Swissmedic Forms for March 2026,
23. March 2026,Swissmedic,Guidance,Swissmedic Controlled Substances Company Meetings,https://www.linkedin.com/feed/update/urn:li:activity:7439960359756746752/
23. March 2026,Swissmedic,Guidance,Ph. Helv. – Requirements for the Elaboration of Preparation Monographs,https://www.linkedin.com/feed/update/urn:li:activity:7441019522070790144/
23. March 2026,Therapeutic Goods Administration,Guidance,Understanding software exclusions from medical device regulation Clarifies when software products are excluded from regulation as medical devices in Australia,https://www.linkedin.com/feed/update/urn:li:activity:7439208514645897216/
23. March 2026,"USA Food & Drug Administration FDA",Report,FDA Postmarket Device Safety-Related Communications (FDA Report to Congress),https://www.linkedin.com/feed/update/urn:li:activity:7439973255739953153/
23. March 2026,"USA Food & Drug Administration FDA",Guidance,FDA Physicochemical and Structural (Q3) Characterization of Topical Drug Products Submitted in ANDAs,https://www.linkedin.com/feed/update/urn:li:activity:7439954392167895040/
23. March 2026,"USA Food & Drug Administration FDA",Guidance,QTc Information in Human Prescription Drug and Biological Product Labeling,https://www.linkedin.com/feed/update/urn:li:activity:7439956426531254272/
23. March 2026,USA Food & Drug Administration FDA,Guidance,"FDA SOPP 8412: Review of Product Labeling (CBER) Guidancein reviewing labeling for human drugs and biologics, including combination products.",https://www.linkedin.com/feed/update/urn:li:activity:743955730414372864/
23. March 2026,USA Food & Drug Administration FDA,Guidance,FDA General Considerations for the Use of New Approach Methodologies in Drug Development,https://www.linkedin.com/feed/update/urn:li:activity:7440279269936771072/
23. March 2026,USA Food & Drug Administration FDA,Guidance,FDA Pyrogen and Endotoxins Testing: Questions and Answers,https://www.linkedin.com/feed/update/urn:li:activity:7440281807868203008/
23. March 2026,USA Food & Drug Administration FDA,Guidance,FDA SOPP 8215: Management of Regenerative Medicine Advanced Therapy (RMAT) Products,https://www.linkedin.com/feed/update/urn:li:activity:7440298256502288384/



30. March 2026,Central Drugs Standard Control Organization,Guidance,"Addendum to FAQ on Medical Devices Rules, 2017 IVD Division License Retention & Endorsements:",https://www.linkedin.com/feed/update/urn:li:activity:7441724199456391168/
30. March 2026,Department of Health and Social Care,Policy,Code on Genetic Testing and Insurance,https://www.linkedin.com/feed/update/urn:li:activity:7441731533402505216/
30. March 2026,European Commission,Regulation,Commission Delegated Regulation amending Regulation (EU) 2017/745 Article 61(6)(b) is REPLACED in full,https://www.linkedin.com/feed/update/urn:li:activity:7441743870268198913/
30. March 2026,European Commission,Article,Manufacturer Incident Report (MIR) for Serious Incidents (MDR/IVDR) 7.3.1 Standardized EU reporting template for documenting and submitting serious medical device incidents under MDR/IVDR frameworks.,https://www.linkedin.com/feed/update/urn:li:activity:7441842204026949633/
30. March 2026,European Commission,Article,"MDCG 2025-8 Rev.1 Implementation of the Master UDI-DI Solution for Spectacle Frames, Spectacle Lenses and Ready-to-Wear Reading Spectacles",https://www.linkedin.com/feed/update/urn:li:activity:7441849395634913280/
30. March 2026,"European Directorate for the Quality of Medicines & HealthCare (EDQM), Council of Europe",Guidance,"Guidance on requesting fast-track assessment of CEP applications, revisions and renewals",https://www.linkedin.com/feed/update/urn:li:activity:7441725894156652544/
30. March 2026,European Medicines Agency,Roadmap,"ePI Implementation Roadmap (Draft, 20262028)",https://www.linkedin.com/feed/update/urn:li:activity:7441727673455902720/
30. March 2026,European Medicines Agency,Qualification Opinion,Overview of comments received on the draft Qualification Opinion for MIDBA Summarises stakeholder feedback + EMA responses on draft MIDBA qualification,https://www.linkedin.com/feed/update/urn:li:activity:7441730460537274368/
30. March 2026,European Medicines Agency,Qualification Opinion,Molecule-independent device bridging approach Defines Molecule-Independent Device Bridging Approach (MIDBA).,https://www.linkedin.com/feed/update/urn:li:activity:7441729988799774720/
30. March 2026,European Medicines Agency,Guidance,"IRIS Guide for Applicants How to create, submit and manage IRIS applications",https://www.linkedin.com/feed/update/urn:li:activity:7441729445155061760/
30. March 2026,European Medicines Agency,Guidance,Veterinary Medicines Product Data in the Union Product Database Chapter 5: Technical Specifications (Version 4),https://www.linkedin.com/feed/update/urn:li:activity:7441728898171617280/ 
30. March 2026,European Medicines Agency,Template,QRD Appendix I Adverse Event Reporting Details (Veterinary) Provides official national pharmacovigilance (PhV) reporting details,https://www.linkedin.com/feed/update/urn:li:activity:7441731108880187393/
30. March 2026,European Medicines Agency,Report,Biennial Report on Stakeholder Engagement Activities 20242025 Patient & Public Involvement:,https://www.linkedin.com/feed/update/urn:li:activity:7441728360839401472/
30. March 2026,"European Directorate for the Quality of Medicines & HealthCare (EDQM), Council of Europe",Guidance,Guidance on requesting reliance-based assessment of CEP applications Defines how to request reliance-based assessment for new CEP applications,https://www.linkedin.com/feed/update/urn:li:activity:7441726968066097152/
30. March 2026,Health Products Regulatory Authority (HPRA),Guidance,Mandatory Use of EUDAMED Modules for Medical Devices Mandatory use of key EUDAMED modules begins 28 May 2026,https://www.linkedin.com/feed/update/urn:li:activity:7442135061455396864/
30. March 2026,International Council for Harmonisation,Guidance,(ICH) Q9(R1) Quality Risk Management Briefing Pack Updated Release (March 2026):,https://www.linkedin.com/feed/update/urn:li:activity:7441723309223874560/
30. March 2026,International Medical Device Regulators Forum,Consultation,(IMDRF) Clinical Evidence for IVD Medical Devices - Definitions and Principles of Performance Evaluation DRAFT: 2026,https://www.linkedin.com/feed/update/urn:li:activity:7442133157342171137/
30. March 2026,Swissmedic ,Regulation,Swissmedic Revision of Chapters 20 and 21 of the Pharmacopoea Helvetica 13 Purpose:,https://www.linkedin.com/feed/update/urn:li:activity:7441732024429662208/
30. March 2026,World Health Organization,SOP,WHO Model RMP Assessment Standard Operating Procedure (SOP) Provides instructions for assessment of Risk Management Plans (RMPs),https://www.linkedin.com/feed/update/urn:li:activity:7441732495559192576/

