Date,Agency,Category,Title,Link
10. August 2026,Medical Device Single Audit Program MDSAP,Pilot Program,Extension of the Pilot Program Allowing Medical Device Organizations (MDOs) to Participate in MDSAP,https://www.linkedin.com/feed/update/urn:li:activity:7485196953044213760?
10. August 2026,Medical Device Single Audit Program (MDSAP),Guidance,MDSAP Audit Approach (MDSAP AU P0002.011),https://www.linkedin.com/feed/update/urn:li:activity:7490273702702555137/
10. August 2026,Ministry of Health New Zealand,Guidance,Labelling of Medicines and Related Products (Edition 2.0),https://www.linkedin.com/feed/update/urn:li:activity:7490640138260316160/
10. August 2026,Ministry of Health New Zealand,Guidance,Requesting Adverse Reaction Information,https://www.linkedin.com/feed/update/urn:li:activity:7488090047955619840/
10. August 2026,Ministry of Health New Zealand,Guidance,Adverse Reaction Reporting for Medicines,https://www.linkedin.com/feed/update/urn:li:activity:7488089559923163136/
10. August 2026,NMPA-National Medical Products Administration,Notice,Notice from the General Department of the National Medical Products Administration on Issuing the 2026 National Medical Device Sampling Product Inspection Plan,https://www.linkedin.com/feed/update/urn:li:activity:7490642846090289152/
10. August 2026,NMPA-National Medical Products Administration,Standards,"Issuance of Amendments to Four Medical Device Industry Standards Including YY 08302011 ""Superficial Tissue Ultrasound Therapy Equipment"" (2026 no. 68)",https://www.linkedin.com/feed/update/urn:li:activity:7487726861137895425/
10. August 2026,South African Health Products Regulatory Authority,Communication,Industry Consultation on e-Reporting VigiFlow Platform (Communication no. PV02-2026/27),https://www.linkedin.com/feed/update/urn:li:activity:7488096306679242752/
10. August 2026,Swissmedic,Forms,Swissmedic Forms for August 2026,
10. August 2026,Swissmedic,Guidance,Swissmedic eCTD v4.0,https://www.linkedin.com/feed/update/urn:li:activity:7487371248075902976/
10. August 2026,Swissmedic,Guidance,Responsibilities of Healthcare Professionals and Third Parties for the Maintenance of Medical Devices,https://www.linkedin.com/feed/update/urn:li:activity:7488467970642436096/
10. August 2026,Swissmedic,Guidance,Swissmedic Mobile Technologies,https://www.linkedin.com/feed/update/urn:li:activity:7490661478111346688/
10. August 2026,Team-NB,Position Paper,Transparency,https://www.linkedin.com/feed/update/urn:li:activity:7491362067938197504/
10. August 2026,Team-NB,Briefing Note,"Transparency under the MDR/IVDR (Team-NB Transparency Presentation, 24 July 2026)",https://www.linkedin.com/feed/update/urn:li:activity:7490275443577737216/
10. August 2026,Team-NB,Briefing Note,"Risk-Adaptive Surveillance under the MDR/IVDR (Team-NB, 24 July 2026)",https://www.linkedin.com/feed/update/urn:li:activity:7490277131923398657/
10. August 2026,Therapeutic Goods Administration,Post,Understanding Selection Criteria for Medical Device Application Audits,https://www.linkedin.com/feed/update/urn:li:activity:7490635985651810304/
10. August 2026,Therapeutic Goods Administration,Standards,Adoption of International Scientific Guidelines in Australia R01/2025,https://www.linkedin.com/feed/update/urn:li:activity:7487371235962753024/
10. August 2026,USA Food & Drug Administration FDA,List,List of FDA-Authorized Companion Diagnostic Devices (In Vitro and Imaging Tools),https://www.linkedin.com/feed/update/urn:li:activity:7487371236239507457/
10. August 2026,USA Food & Drug Administration FDA,Guidance,Cancer Clinical Trial Eligibility Criteria: Washout Periods and Concomitant Medications,https://www.linkedin.com/feed/update/urn:li:activity:7487724126640541696/
10. August 2026,USA Food & Drug Administration FDA,Guidance,Cancer Clinical Trial Eligibility Criteria: Performance Status,https://www.linkedin.com/feed/update/urn:li:activity:7487723480554094593/
10. August 2026,USA Food & Drug Administration FDA,Guidance,Cancer Clinical Trial Eligibility Criteria: Laboratory Values,https://www.linkedin.com/feed/update/urn:li:activity:7487725380624232448/
10. August 2026,USA Food & Drug Administration FDA,Guidance,Getting a Radiation Emitting Product to Market: Frequently Asked Questions,https://www.linkedin.com/feed/update/urn:li:activity:7487371260348362752/
10. August 2026,USA Food & Drug Administration FDA,Guidance,Revised draft product-specific guidances (PSGs) for certain peptide drug products.,https://www.linkedin.com/feed/update/urn:li:activity:7487953656919658496/
10. August 2026,USA Food & Drug Administration FDA,Guidance,Applying Human Factors and Usability Engineering to Medical Devices,https://www.linkedin.com/feed/update/urn:li:activity:7490632802644738048/
10. August 2026,USA Food & Drug Administration FDA,Guidance,Evaluating the Safety of Antimicrobial New Animal Drugs with Regard to their Microbiological Effects on Bacteria of Human Health Concern (GFI 152),https://www.linkedin.com/feed/update/urn:li:activity:7490999366506221568/
10. August 2026,USA Food & Drug Administration FDA,Request,Use of the pH Cycling Test Model as a Testing Procedure for Fluoride Dentifrice Drug Products in Over-the-Counter (OTC) Monograph M021,https://www.linkedin.com/feed/update/urn:li:activity:7488093920426496000/
10. August 2026,USA Food & Drug Administration FDA,Fees,FY2027 MDUFA Small Business Determination application window,https://www.linkedin.com/feed/update/urn:li:activity:7488480510910976000/
10. August 2026,USA Food & Drug Administration FDA,Classification,New Class II device classification for phase-changing fiducial markers used in radiation therapy,https://www.linkedin.com/feed/update/urn:li:activity:7488474023631261696/
10. August 2026,USA Food & Drug Administration FDA,Education,CDER ARCs LEADER 3D program published four case studies as part of CDER Accelerating Rare disease Cures (ARC) Programs Learning and Education to ADvance and Empower Rare Disease Drug Developers (LEADER 3D) initiative.,https://www.linkedin.com/feed/update/urn:li:activity:7487556837983158272/
