Date,Agency,Category,Title,Link
 5. January 2026,Matthew Wictome,eBook,The Compliance Trap – New Book Launch,https://www.linkedin.com/feed/update/urn:li:activity:7413912242859028480?
 5. January 2026,Sandra Balseiro,Newsletter,Smart MDR Newsletter – 24th Edition,https://www.linkedin.com/feed/update/urn:li:activity:7413900933807382529?
 5. January 2026,Prasoon Kumar Mishra,Post,Is Compliance Enough? Predictive Compliance in the Materials of Concern Era,https://www.linkedin.com/feed/update/urn:li:activity:7413890388102504449?
 5. January 2026,Sara Rosario,Newsletter,EU Consultation on Maximum Levels for Metals and Iodine in Seaweed and Halophytes,https://www.linkedin.com/feed/update/urn:li:activity:7413881929596350465?
5. January 2026,MedTech Leading Voice,Flipbook,MedTech Leading Voice Regulatory Roundup Monday 5. January 2026,https://www.linkedin.com/feed/update/urn:li:activity:7413924935791751168?
5. January 2026,ANMPS Tunisia,Guidance,Post-Marketing Authorisation (Ma) Variations For Human Medicinal Products,https://www.linkedin.com/feed/update/urn:li:activity:7411675892759875584?
5. January 2026,ANVISA Brazil,Agenda,Procedures for Conducting Clinical Trials for Registration Purposes,https://www.linkedin.com/feed/update/urn:li:activity:7411294067566952448?
5. January 2026,Egyptian Drug Authority,Guidance,Rules and Procedures of Re-registration of Human Medicinal Products,https://www.linkedin.com/feed/update/urn:li:activity:7412783293080911872?
5. January 2026,Egyptian Drug Authority,Guidance,Procedures for Circulation of Medical Devices in Pharmaceutical Dosage Form,https://www.linkedin.com/feed/update/urn:li:activity:7412786063188045824?
5. January 2026,European Union Agency for Cybersecurity (ENISA),Report,Advancing Software Supply Chain Security together,https://www.linkedin.com/feed/update/urn:li:activity:7412045105966133248?
5. January 2026,International Accreditation Forum Inc,Press Release,The official launch of Global Accreditation Cooperation,https://www.linkedin.com/feed/update/urn:li:activity:7412734401404407808?
5. January 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Operational Information Sharing Guidance,https://www.linkedin.com/feed/update/urn:li:activity:7412836131752341504?
5. January 2026,Ministry of Health Kuwait,Regulation,Registration of Pharmaceutical Medicinal Products (2025),https://www.linkedin.com/feed/update/urn:li:activity:7411399205862326273?
5. January 2026,NMPA-National Medical Products Administration,Guidance,Catalogue of High-end Medical Devices (2025),https://www.linkedin.com/feed/update/urn:li:activity:7411657730182049792?
5. January 2026,NMPA-National Medical Products Administration,Regulations,Management of Export Sales Certificates of Medical Devices,https://www.linkedin.com/feed/update/urn:li:activity:7412774297863168000?
5. January 2026,Department of Health Hong Kong Special Administration,Guidance,GN-00: Definitions and Abbreviations for the MDACS,https://www.linkedin.com/feed/update/urn:li:activity:7412777998157914112?
5. January 2026,Department of Health Hong Kong Special Administration,Guidance,GN-01: Overview of the Medical Device Administrative Control System (MDACS),https://www.linkedin.com/feed/update/urn:li:activity:7412780172703080448?
5. January 2026,Swissmedic,Forms,Swissmedic Forms for December 2025,
5. January 2026,Swissmedic,Guidance,Product Information for Veterinary Medicinal Products,https://www.linkedin.com/feed/update/urn:li:activity:7412787923151921152?
5. January 2026,Swissmedic,Guidance,Packaging Texts for Veterinary Medicinal Products,https://www.linkedin.com/feed/update/urn:li:activity:7412790596102299648?
5. January 2026,Swissmedic,Guidance,Medicinal Product Name,https://www.linkedin.com/feed/update/urn:li:activity:7412793144699932672?
5. January 2026,Swissmedic,Guidance,Temporary Authorisation of Veterinary Medicinal Products,https://www.linkedin.com/feed/update/urn:li:activity:7412794789449977856?
5. January 2026,USA Food & Drug Administration FDA,Report,The Use of PFAS in Cosmetic Products and Associated Risks,https://www.linkedin.com/feed/update/urn:li:activity:7412016151360122880?
4. January 2026,MedTech Leading Voice,Article/Video,The QA/RA Week That Was 28. December to 3. January 2026,https://www.linkedin.com/feed/update/urn:li:activity:7413522189951455232?
4. January 2026,Bhaskar Napte,Post,I am happy to invite you to a free live webinar on,https://www.linkedin.com/feed/update/urn:li:activity:7413487143161044992?
4. January 2026,BARBARA PIROLA,Post,The 'Compliance Paradox' of 2026,https://www.linkedin.com/feed/update/urn:li:activity:7413485887013031936?
3. January 2026,MedTech Leading Voice,Video,Preview MedTech Leading Voice Regulatory Roundup Monday 5. January 2026,https://www.linkedin.com/feed/update/urn:li:activity:7413187390778945536?
3. January 2026,Martin King,Mini-Series,Audience Engagement: The Review,https://www.linkedin.com/feed/update/urn:li:activity:7413213984398548992?
3. January 2026,Brian Newbery,Post,"With less than 30 days to go before the February 2nd QMSR effective date, Medical device companies should begin now with the following",https://www.linkedin.com/feed/update/urn:li:activity:7413189587453456384?
3. January 2026,BARBARA PIROLA,Post,The Foundation: WHO Annex 4 (TRS 1052),https://www.linkedin.com/feed/update/urn:li:activity:7413123224479334400?
3. January 2026,MedTech Leading Voice,Flipbook,MedTech Leading Voice Regulatory Roundup: The Year That Was 2025,https://www.linkedin.com/feed/update/urn:li:activity:7412905865277489152?
3. January 2026,Joby Semmler,Post,"The Critical Medicines Act rewards R&D investment. Assess your hashtag#supplychain resilience here.",https://www.linkedin.com/feed/update/urn:li:activity:7413109430457823232?
3. January 2026,Dr C. Sheela Sasikumar,Post,Quality in clinical research is something we design from the very beginning,https://www.linkedin.com/feed/update/urn:li:activity:7413058532373102592?
3. January 2026,BARBARA PIROLA,Guidance,GxP Pill #5: The Sterility Assurance Perspective,https://www.linkedin.com/feed/update/urn:li:activity:7413000593121796096?
3. January 2026,Matthew Wictome,Article,The Real Purpose of the QMS: Seeing Quality Through the Customer’s Eyes,https://www.linkedin.com/feed/update/urn:li:activity:7412916097105960960?
3. January 2026,Leonard (Leo) Eisner,Post,"On December 22, 2025, the FDA updated its Recognized Consensus Standards Database, adding more than 100 new or revised consensus standards.",https://www.linkedin.com/feed/update/urn:li:activity:7412912245262675970?
3. January 2026,Rabiea,Post,Tired of Being Rejected For Regulatory Jobs?,https://www.linkedin.com/feed/update/urn:li:activity:7412909940169654272?
3. January 2026,BSI Medical Devices,Guidance,SaMD Certification Starter Kit,https://www.linkedin.com/feed/update/urn:li:activity:7412906419852582912?
3. January 2026,MedTech Leading Voice,Flipbook,MedTech Leading Voice Regulatory Roundup: The Year That Was 2025,https://www.linkedin.com/feed/update/urn:li:activity:7412905865277489152
2. January 2026,Martin King,Mini-Series,Audience Engagement: The Applause,https://www.linkedin.com/feed/update/urn:li:activity:7412842158602375168?
2. January 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Operational Information Sharing Guidance,https://www.linkedin.com/feed/update/urn:li:activity:7412836131752341504?
2. January 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Operational Information Sharing,https://www.linkedin.com/feed/update/urn:li:activity:7412836131752341504?
2. January 2026,Swissmedic,Guidance,Swissmedic Temporary Authorisation of Veterinary Medicinal Products,https://www.linkedin.com/feed/update/urn:li:activity:7412794789449977856?
2. January 2026,Swissmedic,Guidance,Swissmedic Medicinal Product Name,https://www.linkedin.com/feed/update/urn:li:activity:7412793144699932672?
2. January 2026,Swissmedic,Guidance,Swissmedic Packaging Texts for Veterinary Medicinal Products,https://www.linkedin.com/feed/update/urn:li:activity:7412790596102299648?
2. January 2026,Swissmedic,Guidance,Swissmedic Product Information for Veterinary Medicinal Products,https://www.linkedin.com/feed/update/urn:li:activity:7412787923151921152?
2. January 2026,Egyptian Drug Authority,Guidance,Service Recipient Notification - Procedures for Circulation of Medical Devices in Pharmaceutical Dosage Form,https://www.linkedin.com/feed/update/urn:li:activity:7412786063188045824?
2. January 2026,Egyptian Drug Authority,Guidance,Guideline for the Rules and Procedures of Re-registration of Human Medicinal Products,https://www.linkedin.com/feed/update/urn:li:activity:7412783293080911872?
2. January 2026,Department of Health Hong Kong Special Administration,Guidance,GN-01: Overview of the Medical Device Administrative Control System (MDACS),https://www.linkedin.com/feed/update/urn:li:activity:7412780172703080448?
2. January 2026,Department of Health Hong Kong Special Administration,Guidance,GN-00: Definitions and Abbreviations for the Medical Device Administrative Control System (MDACS),https://www.linkedin.com/feed/update/urn:li:activity:7412777998157914112?
2. January 2026,NMPA-National Medical Products Administration,Regulations,Regulations on the Management of Export Sales Certificates of Medical Devices,https://www.linkedin.com/feed/update/urn:li:activity:7412774297863168000?
2. January 2026,International Accreditation Forum Inc,Post,We are pleased to announce the official launch of Global Accreditation Cooperation Incorporated,https://www.linkedin.com/feed/update/urn:li:activity:7412734401404407808?
2. January 2026,BARBARA PIROLA,Post,GxP Pill #4:The Regulatory Perspective,https://www.linkedin.com/feed/update/urn:li:activity:7412761465146834944?
2. January 2026,Mitali Metha,Post,Here is what I am learning about maintaining a product in Brazil,https://www.linkedin.com/posts/mitali-metha_brazil-tml-anvisa-activity-7412727100090150912-Ac8n?
2. January 2026,Mustafa Mahmoud,Post,The Updated EDA Reference List,https://www.linkedin.com/feed/update/urn:li:activity:7412602753635565568?
2. January 2026,Bhaskar Napte,Webinar,eCTD PDF Preparation: The #1 Skill You Need in RA (Free Workshop),https://www.linkedin.com/feed/update/urn:li:activity:7412531474987507712?
1. January 2026,Martin King,Mini-Series,Audience Engagement:The Intermission,https://www.linkedin.com/pulse/audience-engagement-intermission-martin-king-n4zne/?
1. January 2026,MedTech Leading Voice,Article/Video,Regulatory Roundup - Index 2025,https://www.linkedin.com/feed/update/urn:li:activity:7412466484230393856?
1. January 2026,MedTech Leading Voice,Flipbook,Regulatory Roundup - The Year That Was 2025,https://www.linkedin.com/feed/update/urn:li:activity:7412461234656239616?
1. January 2026,Joby Semmler,Post,"Behind every life saving SaMD is precision, compliance & collaboration",https://www.linkedin.com/feed/update/urn:li:activity:7412396463965798400?
1. January 2026,nazanin sakhaei,Guidance,"For years, Regulatory Affairs was taught as a clearly defined space.",https://www.linkedin.com/feed/update/urn:li:activity:7412390416257445888?
1. January 2026,BARBARA PIROLA,Guidance,GxP Pill #3: The Production Perspective,https://www.linkedin.com/feed/update/urn:li:activity:7412408930519121920?
1. January 2026,BARBARA PIROLA,Guidance,End-of-year series: GxP Pills #2: The QC Perspective,https://www.linkedin.com/feed/update/urn:li:activity:7412190591276535808?
1. January 2026,Hadi Danawi,Infographic,Happy New Year,https://www.linkedin.com/feed/update/urn:li:activity:7412176271121559553?
1. January 2026,Tasha Mohseni,Post,Happy New Year-I also wanted to share a few updates,https://www.linkedin.com/feed/update/urn:li:activity:7412125903713103872?


























































