Date,Agency,Category,Title,Link
16. March 2026,Swissmedic,Opinion Paper,Decentralised Clinical Trials (DCTs) with Medicinal Products in Switzerland Version 4.0 The paper outlines Swiss regulatory expectations for decentralised clinical trials (DCTs) involving medicinal products.,https://www.linkedin.com/feed/update/urn:li:activity:7437035878901919744/
16. March 2026,Therapeutic Goods Administration,Guidance,Understanding Your Post-Market Responsibilities for Medical Devices,https://www.linkedin.com/feed/update/urn:li:activity:7437768818539659264/
16. March 2026,USA Food & Drug Administration FDA,Guidance,FDA Questions and Answers on Biosimilar Development and the BPCI Act - Guidance for Industry The guidance provides clarifications on the biosimilar approval pathway under section 351(k) of the Public Health Service Act.,https://www.linkedin.com/feed/update/urn:li:activity:7437038531128037377/
16. March 2026,USA Food & Drug Administration FDA,Guidance,FDA New and Revised Draft Q&As on Biosimilar Development and the BPCI Act,https://www.linkedin.com/feed/update/urn:li:activity:7437041092191121408/
16. March 2026,USA Food & Drug Administration FDA,Guidance,Responding to FDA Form 483 Observations at the Conclusion of a Drug CGMP Inspection Draft guidance providing recommendations for drug manufacturers on submitting responses to FDA Form 483 inspectional observations.,https://www.linkedin.com/feed/update/urn:li:activity:7436661289134997504/
16. March 2026,USA Food & Drug Administration FDA,Announcement,FDA Launches New Adverse Event Look-Up Tool,https://www.linkedin.com/feed/update/urn:li:activity:7437766832423370752/
16. March 2026,USA Food & Drug Administration FDA,Guidance,Medical Devices with Indications Associated with Weight Loss Premarket Considerations,https://www.linkedin.com/feed/update/urn:li:activity:7438122102987120640/
16. March 2026,World Health Organization,Guidance,Target product profiles for new antibacterial agents,https://www.linkedin.com/feed/update/urn:li:activity:7437780803222261760/


13. March 2026,Egyptian Drug Authority,Guidance,Update of the Mechanism for Adding / Transferring the Manufacturing Site of Registered Local Human and Veterinary Medical Preparations Applications: Companies must submit a variation request per strength through the EDA variation system and pay applicable fees.,https://www.linkedin.com/feed/update/urn:li:activity:7438160845433401344/
13. March 2026,Health Sciences Authority HSA ,Announcement,Deepens International Partnerships and Regulatory Reliances to Grow Biomedical Sector Announced during the 29th session of the International Medical Device Regulators Forum (IMDRF) hosted in Singapore.,https://www.linkedin.com/feed/update/urn:li:activity:7438166622093201408/







